# Ky E
0 -0.013333825872758
1 -0.013333859216758
2 -0.013333605757488
3 -0.013333451393542
4 -0.013334864816693
5 -0.013333693887942
6 -0.013333749126454
7 -0.013333960270741
8 -0.013333048595841
9 -0.013334242137908
10 -0.013334911107277
11 -0.013333545039119
12 -0.013333747299633
13 -0.013333776836383
14 -0.013334358130015
15 -0.01333365857408
16 -0.013335466513954
17 -0.013333490260029
18 -0.013333623823108
19 -0.013333466433163
20 -0.013333785200279
21 -0.013333483897732
22 -0.013333342936152
23 -0.013333617365948
24 -0.013333717788969
25 -0.013334083585729
26 -0.013334125845486
