# Kx Ky E
0 3 0.010748248598295
0 3 0.01182858030063
0 3 0.011828580301177
0 3 0.012134422383776
0 3 0.012134422384539
0 3 0.012306229064643
0 3 0.012449532882634
0 3 0.012449532883075
0 3 0.012582196790245
0 3 0.012582196791183
0 3 0.012847508051021
0 3 0.013079352556749
0 3 0.013157582569924
0 3 0.013282772319172
0 3 0.01328294086832
0 3 0.013356853948096
0 3 0.013530906059032
0 3 0.013644366452592
0 3 0.013648771733516
0 3 0.013869923665268
0 3 0.01402726660862
0 3 0.014208752719428
0 3 0.014232421036601
0 3 0.01432230078831
0 3 0.014423449028035
0 3 0.014530455104241
0 3 0.014654486276775
0 3 0.014786707362768
0 3 0.01480235783035
0 3 0.014836568907356
